problem_number,index,category,problem_type,problem,solution_prompt,solution,test_input,expected,actual,status,pass,exception
15,5,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function checks if a given number is prime or not.
    
    Parameters:
    n (int): The number to be checked.

    Returns:
    bool: True if the number is prime, False otherwise.
    """"""

    # A prime number is always greater than 1
    if n <= 1:
        return False

    # Check from 2 to n-1
    for i in range(2, n):
        if n % i == 0:
            return False

    return True


# Test cases to validate the solution

# Prime numbers
assert(funcImp(2) == True)
assert(funcImp(3) == True)
assert(funcImp(5) == True)
assert(funcImp(7) == True)

# Non-prime numbers
assert(funcImp(4) == False)
assert(funcImp(6) == False)
assert(funcImp(8) == False)
assert(funcImp(9) == False)

print(""All test cases passed"")
```",4,FALSE,FALSE,PASS,TRUE,N/A
15,6,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function checks if a given number is prime or not.
    
    Parameters:
    n (int): The number to be checked.

    Returns:
    bool: True if the number is prime, False otherwise.
    """"""

    # A prime number is always greater than 1
    if n <= 1:
        return False

    # Check from 2 to n-1
    for i in range(2, n):
        if n % i == 0:
            return False

    return True


# Test cases to validate the solution

# Prime numbers
assert(funcImp(2) == True)
assert(funcImp(3) == True)
assert(funcImp(5) == True)
assert(funcImp(7) == True)

# Non-prime numbers
assert(funcImp(4) == False)
assert(funcImp(6) == False)
assert(funcImp(8) == False)
assert(funcImp(9) == False)

print(""All test cases passed"")
```",6,FALSE,FALSE,PASS,TRUE,N/A
15,7,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function checks if a given number is prime or not.
    
    Parameters:
    n (int): The number to be checked.

    Returns:
    bool: True if the number is prime, False otherwise.
    """"""

    # A prime number is always greater than 1
    if n <= 1:
        return False

    # Check from 2 to n-1
    for i in range(2, n):
        if n % i == 0:
            return False

    return True


# Test cases to validate the solution

# Prime numbers
assert(funcImp(2) == True)
assert(funcImp(3) == True)
assert(funcImp(5) == True)
assert(funcImp(7) == True)

# Non-prime numbers
assert(funcImp(4) == False)
assert(funcImp(6) == False)
assert(funcImp(8) == False)
assert(funcImp(9) == False)

print(""All test cases passed"")
```",8,FALSE,FALSE,PASS,TRUE,N/A
15,8,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function checks if a given number is prime or not.
    
    Parameters:
    n (int): The number to be checked.

    Returns:
    bool: True if the number is prime, False otherwise.
    """"""

    # A prime number is always greater than 1
    if n <= 1:
        return False

    # Check from 2 to n-1
    for i in range(2, n):
        if n % i == 0:
            return False

    return True


# Test cases to validate the solution

# Prime numbers
assert(funcImp(2) == True)
assert(funcImp(3) == True)
assert(funcImp(5) == True)
assert(funcImp(7) == True)

# Non-prime numbers
assert(funcImp(4) == False)
assert(funcImp(6) == False)
assert(funcImp(8) == False)
assert(funcImp(9) == False)

print(""All test cases passed"")
```",9,FALSE,FALSE,PASS,TRUE,N/A
16,1,easy,Checking if a number is prime,Implement a function that returns the smallest prime number greater than a given input.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that returns the smallest prime number greater than a given input.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def next_prime(n):
    """"""
    This function takes an integer as input and returns the smallest prime number greater than the input.
    """"""
    def is_prime(num):
        """"""
        Nested helper function to check if a number is prime.
        """"""
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    # Start checking from the next number
    num = n + 1

    # Keep incrementing num until we find a prime
    while True:
        if is_prime(num):
            return num
        else:
            num += 1


# Testing the function with some test cases

print(next_prime(3))   # Expected output: 5
print(next_prime(11))  # Expected output: 13
print(next_prime(24))  # Expected output: 29
```",3,5,5,PASS,TRUE,N/A
16,2,easy,Checking if a number is prime,Implement a function that returns the smallest prime number greater than a given input.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that returns the smallest prime number greater than a given input.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def next_prime(n):
    """"""
    This function takes an integer as input and returns the smallest prime number greater than the input.
    """"""
    def is_prime(num):
        """"""
        Nested helper function to check if a number is prime.
        """"""
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    # Start checking from the next number
    num = n + 1

    # Keep incrementing num until we find a prime
    while True:
        if is_prime(num):
            return num
        else:
            num += 1


# Testing the function with some test cases

print(next_prime(3))   # Expected output: 5
print(next_prime(11))  # Expected output: 13
print(next_prime(24))  # Expected output: 29
```",11,13,13,PASS,TRUE,N/A
16,3,easy,Checking if a number is prime,Implement a function that returns the smallest prime number greater than a given input.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that returns the smallest prime number greater than a given input.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def next_prime(n):
    """"""
    This function takes an integer as input and returns the smallest prime number greater than the input.
    """"""
    def is_prime(num):
        """"""
        Nested helper function to check if a number is prime.
        """"""
        for i in range(2, int(num**0.5) + 1):
            if num % i == 0:
                return False
        return True

    # Start checking from the next number
    num = n + 1

    # Keep incrementing num until we find a prime
    while True:
        if is_prime(num):
            return num
        else:
            num += 1


# Testing the function with some test cases

print(next_prime(3))   # Expected output: 5
print(next_prime(11))  # Expected output: 13
print(next_prime(24))  # Expected output: 29
```",24,29,29,PASS,TRUE,N/A
17,1,easy,Checking if a number is prime,Create a program that prints all the prime numbers between two given numbers.,"## Problem Statement
- Develop a Python script to solve the problem: 'Create a program that prints all the prime numbers between two given numbers.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def print_prime_numbers(start, end):
    """"""
    This function prints all the prime numbers between start and end (both inclusive).
    A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself.
    The first few prime numbers are {2, 3, 5, 7, 11, ?}.
    """"""
    
    # Check if start is less than 2 and if so set it to 2
    if start < 2:
        start = 2

    for num in range(start, end + 1):
        # all prime numbers are greater than 1
        if num > 1:
            for i in range(2, num):
                # check for factors
                if (num % i) == 0:
                    # not a prime number so break inner loop and skip to next number
                    break
            else:
                print(num)

# Test the function with some test cases

print(""Prime numbers between 10 and 30 are:"")
print_prime_numbers(10,30)

print(""\nPrime numbers between -5 and 20 are:"")
print_prime_numbers(-5,20)
```","(10,30)","11
13
17
19
23
29","11
13
17
19
23
29",PASS,TRUE,N/A
17,2,easy,Checking if a number is prime,Create a program that prints all the prime numbers between two given numbers.,"## Problem Statement
- Develop a Python script to solve the problem: 'Create a program that prints all the prime numbers between two given numbers.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def print_prime_numbers(start, end):
    """"""
    This function prints all the prime numbers between start and end (both inclusive).
    A prime number is a natural number greater than 1 that has no positive divisors other than 1 and itself.
    The first few prime numbers are {2, 3, 5, 7, 11, ?}.
    """"""
    
    # Check if start is less than 2 and if so set it to 2
    if start < 2:
        start = 2

    for num in range(start, end + 1):
        # all prime numbers are greater than 1
        if num > 1:
            for i in range(2, num):
                # check for factors
                if (num % i) == 0:
                    # not a prime number so break inner loop and skip to next number
                    break
            else:
                print(num)

# Test the function with some test cases

print(""Prime numbers between 10 and 30 are:"")
print_prime_numbers(10,30)

print(""\nPrime numbers between -5 and 20 are:"")
print_prime_numbers(-5,20)
```","(-5,20)","2
3
5
7
11
13
17
19","2
3
5
7
11
13
17
19",PASS,TRUE,N/A
18,1,easy,Checking if a number is prime,Develop an algorithm to find the sum of all prime numbers within a given range.,"## Problem Statement
- Develop a Python script to solve the problem: 'Develop an algorithm to find the sum of all prime numbers within a given range.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(start, end):
    """"""
    This function calculates the sum of all prime numbers within a given range.
    
    Parameters:
    start (int): The starting number of the range.
    end (int): The ending number of the range.

    Returns:
    int: The sum of all prime numbers within the given range.
    """"""

    def is_prime(n):
        """"""Check if a number is prime.""""""
        if n <= 1:
            return False
        elif n <= 3:
            return True
        elif n % 2 == 0 or n % 3 == 0:
            return False
        i = 5
        while i * i <= n:
            if n % i == 0 or n % (i + 2) == 0:
                return False
            i += 6
        return True

    # Calculate the sum of primes in the given range.
    sum_of_primes = sum(i for i in range(start, end + 1) if is_prime(i))
    
    return sum_of_primes


# Test cases to verify the function.

assert funcImp(1,10) == 17 # Prime numbers between 1 and 10 are [2,3,5,7] and their sum is 17.
assert funcImp(10,30) == 60 # Prime numbers between 10 and 30 are [11,13,17,19,23,29] and their sum is 60.
assert funcImp(100,200) ==1060 # Prime numbers between100 and200 are [101,103,...199] and their sum is1060. 
```","(1, 10)",17,17,PASS,TRUE,N/A
18,2,easy,Checking if a number is prime,Develop an algorithm to find the sum of all prime numbers within a given range.,"## Problem Statement
- Develop a Python script to solve the problem: 'Develop an algorithm to find the sum of all prime numbers within a given range.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(start, end):
    """"""
    This function calculates the sum of all prime numbers within a given range.
    
    Parameters:
    start (int): The starting number of the range.
    end (int): The ending number of the range.

    Returns:
    int: The sum of all prime numbers within the given range.
    """"""

    def is_prime(n):
        """"""Check if a number is prime.""""""
        if n <= 1:
            return False
        elif n <= 3:
            return True
        elif n % 2 == 0 or n % 3 == 0:
            return False
        i = 5
        while i * i <= n:
            if n % i == 0 or n % (i + 2) == 0:
                return False
            i += 6
        return True

    # Calculate the sum of primes in the given range.
    sum_of_primes = sum(i for i in range(start, end + 1) if is_prime(i))
    
    return sum_of_primes


# Test cases to verify the function.

assert funcImp(1,10) == 17 # Prime numbers between 1 and 10 are [2,3,5,7] and their sum is 17.
assert funcImp(10,30) == 60 # Prime numbers between 10 and 30 are [11,13,17,19,23,29] and their sum is 60.
assert funcImp(100,200) ==1060 # Prime numbers between100 and200 are [101,103,...199] and their sum is1060. 
```","(10, 30)",60,112,FAIL,FALSE,N/A
18,3,easy,Checking if a number is prime,Develop an algorithm to find the sum of all prime numbers within a given range.,"## Problem Statement
- Develop a Python script to solve the problem: 'Develop an algorithm to find the sum of all prime numbers within a given range.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(start, end):
    """"""
    This function calculates the sum of all prime numbers within a given range.
    
    Parameters:
    start (int): The starting number of the range.
    end (int): The ending number of the range.

    Returns:
    int: The sum of all prime numbers within the given range.
    """"""

    def is_prime(n):
        """"""Check if a number is prime.""""""
        if n <= 1:
            return False
        elif n <= 3:
            return True
        elif n % 2 == 0 or n % 3 == 0:
            return False
        i = 5
        while i * i <= n:
            if n % i == 0 or n % (i + 2) == 0:
                return False
            i += 6
        return True

    # Calculate the sum of primes in the given range.
    sum_of_primes = sum(i for i in range(start, end + 1) if is_prime(i))
    
    return sum_of_primes


# Test cases to verify the function.

assert funcImp(1,10) == 17 # Prime numbers between 1 and 10 are [2,3,5,7] and their sum is 17.
assert funcImp(10,30) == 60 # Prime numbers between 10 and 30 are [11,13,17,19,23,29] and their sum is 60.
assert funcImp(100,200) ==1060 # Prime numbers between100 and200 are [101,103,...199] and their sum is1060. 
```","(100, 200)",1060,3167,FAIL,FALSE,N/A
19,1,easy,Checking if a number is prime,Design a function to calculate the largest prime factor of a given number.,"## Problem Statement
- Develop a Python script to solve the problem: 'Design a function to calculate the largest prime factor of a given number.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function calculates the largest prime factor of a given number.
    It first checks if the number is even and divides it by 2 until it becomes odd.
    Then, it starts checking for factors from 3 up to square root of n. If a factor is found, 
    it divides the number by that factor until it can't be divided anymore.
    The last remaining value of n will be the largest prime factor.
    """"""
    
    # Check if n is even and divide by 2 until it becomes odd
    while n % 2 == 0:
        max_prime = 2
        n /= 2
    
    # Start checking for factors from 3 up to sqrt(n)
    for i in range(3, int(n**0.5) + 1, 2):
        while n % i == 0:
            max_prime = i
            n /= i
    
    # If n is still greater than 2, then it must be a prime number itself
    if n > 2:
        max_prime = n

    return max_prime


# Test cases to verify the correctness of the function

print(funcImp(10))   # Expected output: 5 (prime factors are: [2,5])
print(funcImp(15))   # Expected output: 5 (prime factors are: [3,5])
print(funcImp(21))   # Expected output: 7 (prime factors are: [3,7])
print(funcImp(100))   # Expected output: 5 (prime factors are: [2,5])
```",10,5,5,PASS,TRUE,N/A
19,2,easy,Checking if a number is prime,Design a function to calculate the largest prime factor of a given number.,"## Problem Statement
- Develop a Python script to solve the problem: 'Design a function to calculate the largest prime factor of a given number.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function calculates the largest prime factor of a given number.
    It first checks if the number is even and divides it by 2 until it becomes odd.
    Then, it starts checking for factors from 3 up to square root of n. If a factor is found, 
    it divides the number by that factor until it can't be divided anymore.
    The last remaining value of n will be the largest prime factor.
    """"""
    
    # Check if n is even and divide by 2 until it becomes odd
    while n % 2 == 0:
        max_prime = 2
        n /= 2
    
    # Start checking for factors from 3 up to sqrt(n)
    for i in range(3, int(n**0.5) + 1, 2):
        while n % i == 0:
            max_prime = i
            n /= i
    
    # If n is still greater than 2, then it must be a prime number itself
    if n > 2:
        max_prime = n

    return max_prime


# Test cases to verify the correctness of the function

print(funcImp(10))   # Expected output: 5 (prime factors are: [2,5])
print(funcImp(15))   # Expected output: 5 (prime factors are: [3,5])
print(funcImp(21))   # Expected output: 7 (prime factors are: [3,7])
print(funcImp(100))   # Expected output: 5 (prime factors are: [2,5])
```",15,5,5,PASS,TRUE,N/A
19,3,easy,Checking if a number is prime,Design a function to calculate the largest prime factor of a given number.,"## Problem Statement
- Develop a Python script to solve the problem: 'Design a function to calculate the largest prime factor of a given number.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function calculates the largest prime factor of a given number.
    It first checks if the number is even and divides it by 2 until it becomes odd.
    Then, it starts checking for factors from 3 up to square root of n. If a factor is found, 
    it divides the number by that factor until it can't be divided anymore.
    The last remaining value of n will be the largest prime factor.
    """"""
    
    # Check if n is even and divide by 2 until it becomes odd
    while n % 2 == 0:
        max_prime = 2
        n /= 2
    
    # Start checking for factors from 3 up to sqrt(n)
    for i in range(3, int(n**0.5) + 1, 2):
        while n % i == 0:
            max_prime = i
            n /= i
    
    # If n is still greater than 2, then it must be a prime number itself
    if n > 2:
        max_prime = n

    return max_prime


# Test cases to verify the correctness of the function

print(funcImp(10))   # Expected output: 5 (prime factors are: [2,5])
print(funcImp(15))   # Expected output: 5 (prime factors are: [3,5])
print(funcImp(21))   # Expected output: 7 (prime factors are: [3,7])
print(funcImp(100))   # Expected output: 5 (prime factors are: [2,5])
```",21,7,7,PASS,TRUE,N/A
19,4,easy,Checking if a number is prime,Design a function to calculate the largest prime factor of a given number.,"## Problem Statement
- Develop a Python script to solve the problem: 'Design a function to calculate the largest prime factor of a given number.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    This function calculates the largest prime factor of a given number.
    It first checks if the number is even and divides it by 2 until it becomes odd.
    Then, it starts checking for factors from 3 up to square root of n. If a factor is found, 
    it divides the number by that factor until it can't be divided anymore.
    The last remaining value of n will be the largest prime factor.
    """"""
    
    # Check if n is even and divide by 2 until it becomes odd
    while n % 2 == 0:
        max_prime = 2
        n /= 2
    
    # Start checking for factors from 3 up to sqrt(n)
    for i in range(3, int(n**0.5) + 1, 2):
        while n % i == 0:
            max_prime = i
            n /= i
    
    # If n is still greater than 2, then it must be a prime number itself
    if n > 2:
        max_prime = n

    return max_prime


# Test cases to verify the correctness of the function

print(funcImp(10))   # Expected output: 5 (prime factors are: [2,5])
print(funcImp(15))   # Expected output: 5 (prime factors are: [3,5])
print(funcImp(21))   # Expected output: 7 (prime factors are: [3,7])
print(funcImp(100))   # Expected output: 5 (prime factors are: [2,5])
```",100,5,5,PASS,TRUE,N/A
