problem_number,index,category,problem_type,problem,solution_prompt,solution,test_input,expected,actual,status,pass,exception
7,9,easy,Calculating the average of a list of numbers,Write a program to calculate the average of a list of numbers using a for loop.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to calculate the average of a list of numbers using a for loop.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using a for loop
def funcImp(numbers):
    # Check if the list is empty
    if len(numbers) == 0:
        return 0
    
    # Initialize variables
    total = 0
    count = 0
    
    # Iterate through the list of numbers
    for num in numbers:
        # Check if the element is a number
        if isinstance(num, (int, float)):
            total += num
            count += 1
    
    # Calculate the average
    if count > 0:
        average = total / count
        return average
    else:
        return 0

# Test the function with different test cases
test_cases = [
    # Test case 1: List with positive integers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 2: List with negative integers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 3: List with positive and negative integers
    ([1, -2, 3, -4, 5], 0.6),
    
    # Test case 4: List with floating point numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 5: List with mixed types (numbers and strings)
    ([1, 2, '3', 4, '5'], 1.75),
    
    # Test case 6: Empty list
    ([], 0),
    
    # Test case 7: List with only non-numeric elements
    (['a', 'b', 'c'], 0),
    
    # Test case 8: List with only one element
    ([10], 10),
    
    # Test case 9: List with repeated elements
    ([1, 1, 1, 1, 1], 1),
    
    # Test case 10: List with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000)
]

# Execute the test cases
for i, (numbers, expected_result) in enumerate(test_cases):
    result = funcImp(numbers)
    print(f""Test case {i+1}: {numbers} -> Expected: {expected_result}, Result: {result}"")
    assert result == expected_result, f""Test case {i+1} failed""
```","[1, 1, 1, 1, 1]",1,1,PASS,TRUE,N/A
7,10,easy,Calculating the average of a list of numbers,Write a program to calculate the average of a list of numbers using a for loop.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to calculate the average of a list of numbers using a for loop.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using a for loop
def funcImp(numbers):
    # Check if the list is empty
    if len(numbers) == 0:
        return 0
    
    # Initialize variables
    total = 0
    count = 0
    
    # Iterate through the list of numbers
    for num in numbers:
        # Check if the element is a number
        if isinstance(num, (int, float)):
            total += num
            count += 1
    
    # Calculate the average
    if count > 0:
        average = total / count
        return average
    else:
        return 0

# Test the function with different test cases
test_cases = [
    # Test case 1: List with positive integers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 2: List with negative integers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 3: List with positive and negative integers
    ([1, -2, 3, -4, 5], 0.6),
    
    # Test case 4: List with floating point numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 5: List with mixed types (numbers and strings)
    ([1, 2, '3', 4, '5'], 1.75),
    
    # Test case 6: Empty list
    ([], 0),
    
    # Test case 7: List with only non-numeric elements
    (['a', 'b', 'c'], 0),
    
    # Test case 8: List with only one element
    ([10], 10),
    
    # Test case 9: List with repeated elements
    ([1, 1, 1, 1, 1], 1),
    
    # Test case 10: List with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000)
]

# Execute the test cases
for i, (numbers, expected_result) in enumerate(test_cases):
    result = funcImp(numbers)
    print(f""Test case {i+1}: {numbers} -> Expected: {expected_result}, Result: {result}"")
    assert result == expected_result, f""Test case {i+1} failed""
```","[1000000, 2000000, 3000000, 4000000, 5000000]",3000000,3000000,PASS,TRUE,N/A
8,1,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```",[],0,0,PASS,TRUE,N/A
8,2,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```",[5],5,5,PASS,TRUE,N/A
8,3,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```","[1, 2, 3, 4, 5]",3,0.425,FAIL,FALSE,N/A
8,4,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```","[-1, -2, -3, -4, -5]",-3,-0.425,FAIL,FALSE,N/A
8,5,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```","[-1, 2, -3, 4, -5]",-0.6,-0.158333333,FAIL,FALSE,N/A
8,6,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```","[1.5, 2.5, 3.5, 4.5, 5.5]",3.5,0.566666667,FAIL,FALSE,N/A
8,7,easy,Calculating the average of a list of numbers,Implement a function that takes in a list of numbers and returns the average using recursion.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement a function that takes in a list of numbers and returns the average using recursion.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to calculate the average of a list of numbers using recursion
def funcImp(nums):
    # Base case: if the list is empty, return 0
    if len(nums) == 0:
        return 0
    
    # Recursive case: calculate the sum of the list and divide by the length
    return (nums[0] + funcImp(nums[1:])) / len(nums)

# Test cases
test_cases = [
    # Test case 1: empty list
    ([], 0),
    
    # Test case 2: list with one number
    ([5], 5),
    
    # Test case 3: list with positive numbers
    ([1, 2, 3, 4, 5], 3),
    
    # Test case 4: list with negative numbers
    ([-1, -2, -3, -4, -5], -3),
    
    # Test case 5: list with both positive and negative numbers
    ([-1, 2, -3, 4, -5], -0.6),
    
    # Test case 6: list with decimal numbers
    ([1.5, 2.5, 3.5, 4.5, 5.5], 3.5),
    
    # Test case 7: list with large numbers
    ([1000000, 2000000, 3000000, 4000000, 5000000], 3000000),
]

# Execute test cases
for i, (nums, expected) in enumerate(test_cases):
    result = funcImp(nums)
    print(f""Test case {i+1}: {nums} -> Expected: {expected}, Result: {result}"")
    assert result == expected, f""Test case {i+1} failed""
```","[1000000, 2000000, 3000000, 4000000, 5000000]",3000000,425000,FAIL,FALSE,N/A
9,1,easy,Calculating the average of a list of numbers,Create a program that calculates the average of a list of numbers without using any built-in functions or libraries.,"## Problem Statement
- Develop a Python script to solve the problem: 'Create a program that calculates the average of a list of numbers without using any built-in functions or libraries.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Check if the list is empty
    if len(numbers) == 0:
        return 0
    
    # Initialize the sum variable
    total = 0
    
    # Iterate through the list and add each number to the sum
    for num in numbers:
        total += num
    
    # Calculate the average by dividing the sum by the number of elements
    average = total / len(numbers)
    
    return average

# Test the function with different test cases
test_case_1 = [1, 2, 3, 4, 5]
expected_output_1 = 3.0
assert funcImp(test_case_1) == expected_output_1

test_case_2 = [10, 20, 30, 40, 50]
expected_output_2 = 30.0
assert funcImp(test_case_2) == expected_output_2

test_case_3 = []
expected_output_3 = 0
assert funcImp(test_case_3) == expected_output_3

test_case_4 = [1]
expected_output_4 = 1.0
assert funcImp(test_case_4) == expected_output_4

test_case_5 = [0, 0, 0, 0, 0]
expected_output_5 = 0.0
assert funcImp(test_case_5) == expected_output_5

print(""All test cases passed!"")
```","[1, 2, 3, 4, 5]",3,3,PASS,TRUE,N/A
9,2,easy,Calculating the average of a list of numbers,Create a program that calculates the average of a list of numbers without using any built-in functions or libraries.,"## Problem Statement
- Develop a Python script to solve the problem: 'Create a program that calculates the average of a list of numbers without using any built-in functions or libraries.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Check if the list is empty
    if len(numbers) == 0:
        return 0
    
    # Initialize the sum variable
    total = 0
    
    # Iterate through the list and add each number to the sum
    for num in numbers:
        total += num
    
    # Calculate the average by dividing the sum by the number of elements
    average = total / len(numbers)
    
    return average

# Test the function with different test cases
test_case_1 = [1, 2, 3, 4, 5]
expected_output_1 = 3.0
assert funcImp(test_case_1) == expected_output_1

test_case_2 = [10, 20, 30, 40, 50]
expected_output_2 = 30.0
assert funcImp(test_case_2) == expected_output_2

test_case_3 = []
expected_output_3 = 0
assert funcImp(test_case_3) == expected_output_3

test_case_4 = [1]
expected_output_4 = 1.0
assert funcImp(test_case_4) == expected_output_4

test_case_5 = [0, 0, 0, 0, 0]
expected_output_5 = 0.0
assert funcImp(test_case_5) == expected_output_5

print(""All test cases passed!"")
```","[10, 20, 30, 40, 50]",30,30,PASS,TRUE,N/A
10,1,easy,Calculating the average of a list of numbers,"Design an algorithm to find the average of a list of numbers, handling cases where the list is empty or contains invalid entries.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an algorithm to find the average of a list of numbers, handling cases where the list is empty or contains invalid entries.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Check if the list is empty
    if len(numbers) == 0:
        return 0
    
    # Initialize variables for sum and count
    total = 0
    count = 0
    
    # Iterate over the numbers in the list
    for num in numbers:
        # Check if the number is valid
        if isinstance(num, (int, float)):
            # Add the number to the sum and increment the count
            total += num
            count += 1
    
    # Check if no valid numbers were found
    if count == 0:
        return 0
    
    # Calculate the average
    average = total / count
    
    return average

# Test the function with different test cases
test_cases = [
    ([1, 2, 3, 4, 5], 3),
    ([10, 20, 30, 40, 50], 30),
    ([], 0),
    ([1, 2, 'a', 4, 5], 2.4),
    ([1, 2, '3', 4, 5], 2.4),
    ([1, 2, '3', 'four', 5], 2.4),
    (['one', 'two', 'three'], 0),
    ([1, 2, 3, None, 5], 2.2),
]

for numbers, expected_result in test_cases:
    result = funcImp(numbers)
    print(f""Input: {numbers} | Expected: {expected_result} | Result: {result}"")
```","[1, 2, 3, 4, 5]",3,3,PASS,TRUE,N/A
10,2,easy,Calculating the average of a list of numbers,"Design an algorithm to find the average of a list of numbers, handling cases where the list is empty or contains invalid entries.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an algorithm to find the average of a list of numbers, handling cases where the list is empty or contains invalid entries.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Check if the list is empty
    if len(numbers) == 0:
        return 0
    
    # Initialize variables for sum and count
    total = 0
    count = 0
    
    # Iterate over the numbers in the list
    for num in numbers:
        # Check if the number is valid
        if isinstance(num, (int, float)):
            # Add the number to the sum and increment the count
            total += num
            count += 1
    
    # Check if no valid numbers were found
    if count == 0:
        return 0
    
    # Calculate the average
    average = total / count
    
    return average

# Test the function with different test cases
test_cases = [
    ([1, 2, 3, 4, 5], 3),
    ([10, 20, 30, 40, 50], 30),
    ([], 0),
    ([1, 2, 'a', 4, 5], 2.4),
    ([1, 2, '3', 4, 5], 2.4),
    ([1, 2, '3', 'four', 5], 2.4),
    (['one', 'two', 'three'], 0),
    ([1, 2, 3, None, 5], 2.2),
]

for numbers, expected_result in test_cases:
    result = funcImp(numbers)
    print(f""Input: {numbers} | Expected: {expected_result} | Result: {result}"")
```","[10, 20, 30, 40, 50]",30,30,PASS,TRUE,N/A
