problem_number,index,category,problem_type,problem,solution_prompt,solution,test_input,expected,actual,status,pass,exception
11,4,easy,Calculating the average of a list of numbers,"Develop a program that calculates the weighted average of a list of numbers, given their respective weights.","## Problem Statement
- Develop a Python script to solve the problem: 'Develop a program that calculates the weighted average of a list of numbers, given their respective weights.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers, weights):
    # Check if the lengths of numbers and weights are equal
    if len(numbers) != len(weights):
        return ""Error: The lengths of numbers and weights should be equal.""

    # Calculate the sum of products of each number and its weight
    weighted_sum = sum(num * weight for num, weight in zip(numbers, weights))

    # Calculate the total weight
    total_weight = sum(weights)

    # Calculate the weighted average
    weighted_average = weighted_sum / total_weight

    return weighted_average


# Test cases
numbers = [1, 2, 3]
weights = [0.5, 0.3, 0.2]
print(funcImp(numbers, weights))  # Output: 1.4

numbers = [4, 5, 6]
weights = [0.25, 0.25, 0.5]
print(funcImp(numbers, weights))  # Output: 5.75

numbers = [10]
weights = [1]
print(funcImp(numbers, weights))  # Output: 10

numbers = []
weights = []
print(funcImp(numbers, weights))  # Output: Error: The lengths of numbers and weights should be equal.
```","[[], []]",Error: The lengths of numbers and weights should be equal.,,FAIL,FALSE,division by zero
12,1,easy,Calculating the average of a list of numbers,Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Convert the input list of numbers to a sorted list
    sorted_numbers = sorted(numbers)
    
    # Find the median value
    n = len(sorted_numbers)
    if n % 2 == 0:
        median = (sorted_numbers[n//2 - 1] + sorted_numbers[n//2]) / 2
    else:
        median = sorted_numbers[n//2]
    
    # Calculate the average of all values greater than or equal to the median
    total = 0
    count = 0
    for num in sorted_numbers:
        if num >= median:
            total += num
            count += 1
    
    if count > 0:
        average = total / count
    else:
        average = None
    
    return median, average


# Test cases

# Test case 1: List with odd number of elements
numbers1 = [5, 3, 8, 2, 9]
median1, average1 = funcImp(numbers1)
print(f""Test case 1: {numbers1}"")
print(f""Median: {median1}, Average: {average1}"")

# Test case 2: List with even number of elements
numbers2 = [7, 4, 6, 9]
median2, average2 = funcImp(numbers2)
print(f""Test case 2: {numbers2}"")
print(f""Median: {median2}, Average: {average2}"")

# Test case 3: List with duplicate elements
numbers3 = [5, 3, 8, 5]
median3, average3 = funcImp(numbers3)
print(f""Test case 3: {numbers3}"")
print(f""Median: {median3}, Average: {average3}"")

# Test case 4: List with all elements less than the median
numbers4 = [1, 2, 3, 4]
median4, average4 = funcImp(numbers4)
print(f""Test case 4: {numbers4}"")
print(f""Median: {median4}, Average: {average4}"")

# Test case 5: List with all elements greater than or equal to the median
numbers5 = [6, 7, 8, 9]
median5, average5 = funcImp(numbers5)
print(f""Test case 5: {numbers5}"")
print(f""Median: {median5}, Average: {average5}"")

# Test case 6: Empty list
numbers6 = []
median6, average6 = funcImp(numbers6)
print(f""Test case 6: {numbers6}"")
print(f""Median: {median6}, Average: {average6}"")
```","[5, 3, 8, 2, 9]","5, 7.333333333333333","5, 7.333333333333333",PASS,TRUE,N/A
12,2,easy,Calculating the average of a list of numbers,Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Convert the input list of numbers to a sorted list
    sorted_numbers = sorted(numbers)
    
    # Find the median value
    n = len(sorted_numbers)
    if n % 2 == 0:
        median = (sorted_numbers[n//2 - 1] + sorted_numbers[n//2]) / 2
    else:
        median = sorted_numbers[n//2]
    
    # Calculate the average of all values greater than or equal to the median
    total = 0
    count = 0
    for num in sorted_numbers:
        if num >= median:
            total += num
            count += 1
    
    if count > 0:
        average = total / count
    else:
        average = None
    
    return median, average


# Test cases

# Test case 1: List with odd number of elements
numbers1 = [5, 3, 8, 2, 9]
median1, average1 = funcImp(numbers1)
print(f""Test case 1: {numbers1}"")
print(f""Median: {median1}, Average: {average1}"")

# Test case 2: List with even number of elements
numbers2 = [7, 4, 6, 9]
median2, average2 = funcImp(numbers2)
print(f""Test case 2: {numbers2}"")
print(f""Median: {median2}, Average: {average2}"")

# Test case 3: List with duplicate elements
numbers3 = [5, 3, 8, 5]
median3, average3 = funcImp(numbers3)
print(f""Test case 3: {numbers3}"")
print(f""Median: {median3}, Average: {average3}"")

# Test case 4: List with all elements less than the median
numbers4 = [1, 2, 3, 4]
median4, average4 = funcImp(numbers4)
print(f""Test case 4: {numbers4}"")
print(f""Median: {median4}, Average: {average4}"")

# Test case 5: List with all elements greater than or equal to the median
numbers5 = [6, 7, 8, 9]
median5, average5 = funcImp(numbers5)
print(f""Test case 5: {numbers5}"")
print(f""Median: {median5}, Average: {average5}"")

# Test case 6: Empty list
numbers6 = []
median6, average6 = funcImp(numbers6)
print(f""Test case 6: {numbers6}"")
print(f""Median: {median6}, Average: {average6}"")
```","[7, 4, 6, 9]","6.5, 7.666666666666667","6.5, 8.0",FAIL,FALSE,N/A
12,3,easy,Calculating the average of a list of numbers,Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Convert the input list of numbers to a sorted list
    sorted_numbers = sorted(numbers)
    
    # Find the median value
    n = len(sorted_numbers)
    if n % 2 == 0:
        median = (sorted_numbers[n//2 - 1] + sorted_numbers[n//2]) / 2
    else:
        median = sorted_numbers[n//2]
    
    # Calculate the average of all values greater than or equal to the median
    total = 0
    count = 0
    for num in sorted_numbers:
        if num >= median:
            total += num
            count += 1
    
    if count > 0:
        average = total / count
    else:
        average = None
    
    return median, average


# Test cases

# Test case 1: List with odd number of elements
numbers1 = [5, 3, 8, 2, 9]
median1, average1 = funcImp(numbers1)
print(f""Test case 1: {numbers1}"")
print(f""Median: {median1}, Average: {average1}"")

# Test case 2: List with even number of elements
numbers2 = [7, 4, 6, 9]
median2, average2 = funcImp(numbers2)
print(f""Test case 2: {numbers2}"")
print(f""Median: {median2}, Average: {average2}"")

# Test case 3: List with duplicate elements
numbers3 = [5, 3, 8, 5]
median3, average3 = funcImp(numbers3)
print(f""Test case 3: {numbers3}"")
print(f""Median: {median3}, Average: {average3}"")

# Test case 4: List with all elements less than the median
numbers4 = [1, 2, 3, 4]
median4, average4 = funcImp(numbers4)
print(f""Test case 4: {numbers4}"")
print(f""Median: {median4}, Average: {average4}"")

# Test case 5: List with all elements greater than or equal to the median
numbers5 = [6, 7, 8, 9]
median5, average5 = funcImp(numbers5)
print(f""Test case 5: {numbers5}"")
print(f""Median: {median5}, Average: {average5}"")

# Test case 6: Empty list
numbers6 = []
median6, average6 = funcImp(numbers6)
print(f""Test case 6: {numbers6}"")
print(f""Median: {median6}, Average: {average6}"")
```","[5, 3, 8, 5]","5.0, 6.0","5.0, 6.0",PASS,TRUE,N/A
12,4,easy,Calculating the average of a list of numbers,Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Convert the input list of numbers to a sorted list
    sorted_numbers = sorted(numbers)
    
    # Find the median value
    n = len(sorted_numbers)
    if n % 2 == 0:
        median = (sorted_numbers[n//2 - 1] + sorted_numbers[n//2]) / 2
    else:
        median = sorted_numbers[n//2]
    
    # Calculate the average of all values greater than or equal to the median
    total = 0
    count = 0
    for num in sorted_numbers:
        if num >= median:
            total += num
            count += 1
    
    if count > 0:
        average = total / count
    else:
        average = None
    
    return median, average


# Test cases

# Test case 1: List with odd number of elements
numbers1 = [5, 3, 8, 2, 9]
median1, average1 = funcImp(numbers1)
print(f""Test case 1: {numbers1}"")
print(f""Median: {median1}, Average: {average1}"")

# Test case 2: List with even number of elements
numbers2 = [7, 4, 6, 9]
median2, average2 = funcImp(numbers2)
print(f""Test case 2: {numbers2}"")
print(f""Median: {median2}, Average: {average2}"")

# Test case 3: List with duplicate elements
numbers3 = [5, 3, 8, 5]
median3, average3 = funcImp(numbers3)
print(f""Test case 3: {numbers3}"")
print(f""Median: {median3}, Average: {average3}"")

# Test case 4: List with all elements less than the median
numbers4 = [1, 2, 3, 4]
median4, average4 = funcImp(numbers4)
print(f""Test case 4: {numbers4}"")
print(f""Median: {median4}, Average: {average4}"")

# Test case 5: List with all elements greater than or equal to the median
numbers5 = [6, 7, 8, 9]
median5, average5 = funcImp(numbers5)
print(f""Test case 5: {numbers5}"")
print(f""Median: {median5}, Average: {average5}"")

# Test case 6: Empty list
numbers6 = []
median6, average6 = funcImp(numbers6)
print(f""Test case 6: {numbers6}"")
print(f""Median: {median6}, Average: {average6}"")
```","[1, 2, 3, 4]","2.5, None","2.5, 3.5",FAIL,FALSE,N/A
12,5,easy,Calculating the average of a list of numbers,Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a function that finds the median (middle value) of a list of numbers and then calculates the average of all values greater than or equal to the median.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(numbers):
    # Convert the input list of numbers to a sorted list
    sorted_numbers = sorted(numbers)
    
    # Find the median value
    n = len(sorted_numbers)
    if n % 2 == 0:
        median = (sorted_numbers[n//2 - 1] + sorted_numbers[n//2]) / 2
    else:
        median = sorted_numbers[n//2]
    
    # Calculate the average of all values greater than or equal to the median
    total = 0
    count = 0
    for num in sorted_numbers:
        if num >= median:
            total += num
            count += 1
    
    if count > 0:
        average = total / count
    else:
        average = None
    
    return median, average


# Test cases

# Test case 1: List with odd number of elements
numbers1 = [5, 3, 8, 2, 9]
median1, average1 = funcImp(numbers1)
print(f""Test case 1: {numbers1}"")
print(f""Median: {median1}, Average: {average1}"")

# Test case 2: List with even number of elements
numbers2 = [7, 4, 6, 9]
median2, average2 = funcImp(numbers2)
print(f""Test case 2: {numbers2}"")
print(f""Median: {median2}, Average: {average2}"")

# Test case 3: List with duplicate elements
numbers3 = [5, 3, 8, 5]
median3, average3 = funcImp(numbers3)
print(f""Test case 3: {numbers3}"")
print(f""Median: {median3}, Average: {average3}"")

# Test case 4: List with all elements less than the median
numbers4 = [1, 2, 3, 4]
median4, average4 = funcImp(numbers4)
print(f""Test case 4: {numbers4}"")
print(f""Median: {median4}, Average: {average4}"")

# Test case 5: List with all elements greater than or equal to the median
numbers5 = [6, 7, 8, 9]
median5, average5 = funcImp(numbers5)
print(f""Test case 5: {numbers5}"")
print(f""Median: {median5}, Average: {average5}"")

# Test case 6: Empty list
numbers6 = []
median6, average6 = funcImp(numbers6)
print(f""Test case 6: {numbers6}"")
print(f""Median: {median6}, Average: {average6}"")
```","[6, 7, 8, 9]","7.5, 8.0","7.5, 8.5",FAIL,FALSE,N/A
13,1,easy,Calculating the average of a list of numbers,Implement an algorithm to calculate the moving average (average over a sliding window) for each element in a given list.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement an algorithm to calculate the moving average (average over a sliding window) for each element in a given list.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(lst, window_size):
    """"""
    Calculate the moving average for each element in a given list.

    Args:
        lst (list): The input list.
        window_size (int): The size of the sliding window.

    Returns:
        list: A new list containing the moving averages.

    Raises:
        ValueError: If the window size is not positive or greater than the length of the input list.
    """"""
    if window_size <= 0 or window_size > len(lst):
        raise ValueError(""Window size must be positive and less than or equal to the length of the input list."")

    moving_averages = []
    for i in range(len(lst) - window_size + 1):
        window = lst[i:i+window_size]
        average = sum(window) / window_size
        moving_averages.append(average)

    return moving_averages
```","[1, 2, 3, 4, 5]","[2.0, 3.0, 4.0]","2.0, 3.0, 4.0",PASS,TRUE,N/A
13,2,easy,Calculating the average of a list of numbers,Implement an algorithm to calculate the moving average (average over a sliding window) for each element in a given list.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement an algorithm to calculate the moving average (average over a sliding window) for each element in a given list.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(lst, window_size):
    """"""
    Calculate the moving average for each element in a given list.

    Args:
        lst (list): The input list.
        window_size (int): The size of the sliding window.

    Returns:
        list: A new list containing the moving averages.

    Raises:
        ValueError: If the window size is not positive or greater than the length of the input list.
    """"""
    if window_size <= 0 or window_size > len(lst):
        raise ValueError(""Window size must be positive and less than or equal to the length of the input list."")

    moving_averages = []
    for i in range(len(lst) - window_size + 1):
        window = lst[i:i+window_size]
        average = sum(window) / window_size
        moving_averages.append(average)

    return moving_averages
```","[-1, -2, -3, -4, -5]","[-1.5, -2.5, -3.5, -4.5]","-1.5, -2.5, -3.5, -4.5",PASS,TRUE,N/A
13,3,easy,Calculating the average of a list of numbers,Implement an algorithm to calculate the moving average (average over a sliding window) for each element in a given list.,"## Problem Statement
- Develop a Python script to solve the problem: 'Implement an algorithm to calculate the moving average (average over a sliding window) for each element in a given list.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(lst, window_size):
    """"""
    Calculate the moving average for each element in a given list.

    Args:
        lst (list): The input list.
        window_size (int): The size of the sliding window.

    Returns:
        list: A new list containing the moving averages.

    Raises:
        ValueError: If the window size is not positive or greater than the length of the input list.
    """"""
    if window_size <= 0 or window_size > len(lst):
        raise ValueError(""Window size must be positive and less than or equal to the length of the input list."")

    moving_averages = []
    for i in range(len(lst) - window_size + 1):
        window = lst[i:i+window_size]
        average = sum(window) / window_size
        moving_averages.append(average)

    return moving_averages
```","[1, 2.5, 3, -4.5, 5]","[0.75, 0.25]","0.5, 1.5",FAIL,FALSE,N/A
14,1,easy,Calculating the average of a list of numbers,"Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(arr):
    n = len(arr)
    prefix_sum = 0
    result = []
    
    for i in range(n):
        prefix_sum += arr[i]
        result.append(prefix_sum / (i+1))
    
    return result
```

This function takes an array `arr` as input and returns a new array `result` where each element represents the running average up to the current position.

To test this function, you can use the following code:

```python
test_cases = [
    [1, 2, 3, 4, 5],
    [10, -5, 8, 3],
    [],
]

for test_case in test_cases:
    print(f""Input: {test_case}"")
    print(f""Output: {funcImp(test_case)}"")
    print()
```

This will output:

```
Input: [1, 2, 3, 4, 5]
Output: [1.0, 1.5, 2.0, 2.5, 3.0]

Input: [10, -5, 8, 3]
Output: [10.0, 2.5, 4.333333333333333, 6.5]

Input: []
Output: []
```","[1, 2, 3, 4, 5]","[1.0, 1.5, 2.0, 2.5, 3.0]","[1.0, 1.5, 2.0, 2.5, 3.0]",PASS,TRUE,N/A
14,2,easy,Calculating the average of a list of numbers,"Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(arr):
    n = len(arr)
    prefix_sum = 0
    result = []
    
    for i in range(n):
        prefix_sum += arr[i]
        result.append(prefix_sum / (i+1))
    
    return result
```

This function takes an array `arr` as input and returns a new array `result` where each element represents the running average up to the current position.

To test this function, you can use the following code:

```python
test_cases = [
    [1, 2, 3, 4, 5],
    [10, -5, 8, 3],
    [],
]

for test_case in test_cases:
    print(f""Input: {test_case}"")
    print(f""Output: {funcImp(test_case)}"")
    print()
```

This will output:

```
Input: [1, 2, 3, 4, 5]
Output: [1.0, 1.5, 2.0, 2.5, 3.0]

Input: [10, -5, 8, 3]
Output: [10.0, 2.5, 4.333333333333333, 6.5]

Input: []
Output: []
```","[10, -5, 8, 3]","[10.0, 2.5, 4.333333333333333, 4.0]","[10.0, 2.5, 4.333333333333333, 4.0]",PASS,TRUE,N/A
14,3,easy,Calculating the average of a list of numbers,"Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(arr):
    n = len(arr)
    prefix_sum = 0
    result = []
    
    for i in range(n):
        prefix_sum += arr[i]
        result.append(prefix_sum / (i+1))
    
    return result
```

This function takes an array `arr` as input and returns a new array `result` where each element represents the running average up to the current position.

To test this function, you can use the following code:

```python
test_cases = [
    [1, 2, 3, 4, 5],
    [10, -5, 8, 3],
    [],
]

for test_case in test_cases:
    print(f""Input: {test_case}"")
    print(f""Output: {funcImp(test_case)}"")
    print()
```

This will output:

```
Input: [1, 2, 3, 4, 5]
Output: [1.0, 1.5, 2.0, 2.5, 3.0]

Input: [10, -5, 8, 3]
Output: [10.0, 2.5, 4.333333333333333, 6.5]

Input: []
Output: []
```",[],[],[],PASS,TRUE,N/A
15,1,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
# Function to check if a number is prime or not
def funcImp(num):
    # Check if the number is less than 2, which is not prime
    if num < 2:
        return False
    
    # Check for divisibility from 2 to the square root of the number
    for i in range(2, int(num**0.5) + 1):
        if num % i == 0:
            return False
    
    # If no divisor is found, the number is prime
    return True

# Test cases
test_cases = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29] # Prime numbers
test_cases += [4, 6, 8, 9, 10, 12, 14] # Non-prime numbers

# Execute test cases and print results
for num in test_cases:
    result = funcImp(num)
    print(f""{num} is prime: {result}"")
```",2,TRUE,TRUE,PASS,TRUE,N/A
