problem_number,index,category,problem_type,problem,solution_prompt,solution,test_input,expected,actual,status,pass,exception
14,4,easy,Calculating the average of a list of numbers,"Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(arr):
    """"""
    Calculate the running average for each element in an array.
    
    Parameters:
    arr (list): A list of numbers (integers or floats).
    
    Returns:
    list: A list containing the running averages up to each position.
    """"""
    if not arr:  # Check if the input array is empty
        return []
    
    running_sum = 0
    running_averages = []
    
    for i, num in enumerate(arr):
        running_sum += num  # Add current number to the running sum
        current_average = running_sum / (i + 1)  # Calculate current average
        running_averages.append(current_average)  # Append to result list
    
    return running_averages

# Test cases to verify that funcImp works correctly

# Test case 1: Normal case with positive integers
arr1 = [1, 2, 3, 4]
print(funcImp(arr1))  # Expected output: [1.0, 1.5, 2.0, 2.5]

# Test case 2: Array with negative and positive numbers
arr2 = [-1, -2, -3, -4]
print(funcImp(arr2))  # Expected output: [-1.0, -1.5, -2.0, -2.5]

# Test case 3: Array with a single element
arr3 = [10]
print(funcImp(arr3))  # Expected output: [10.0]

# Test case 4: Empty array
arr4 = []
print(funcImp(arr4))  # Expected output: []

# Test case 5: Array with floating point numbers
arr5 = [1.5, 2.5, -3.0]
print(funcImp(arr5))  # Expected output: [1.5, 2.0, -0.3333333333333333]

# Test case 6: Array with zeros
arr6 = [0, 0, 0]
print(funcImp(arr6))   # Expected output: [0.0, 0.0, 0.0]
```","[1.5, 2.5, -3.0]","[1.5, 2.0, -0.3333333333333333]","[1.5, 2.0, 0.3333333333333333]",FAIL,FALSE,
14,5,easy,Calculating the average of a list of numbers,"Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.","## Problem Statement
- Develop a Python script to solve the problem: 'Design an efficient algorithm to calculate the running average (average up to current position) for each element in an array, without modifying the original array.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(arr):
    """"""
    Calculate the running average for each element in an array.
    
    Parameters:
    arr (list): A list of numbers (integers or floats).
    
    Returns:
    list: A list containing the running averages up to each position.
    """"""
    if not arr:  # Check if the input array is empty
        return []
    
    running_sum = 0
    running_averages = []
    
    for i, num in enumerate(arr):
        running_sum += num  # Add current number to the running sum
        current_average = running_sum / (i + 1)  # Calculate current average
        running_averages.append(current_average)  # Append to result list
    
    return running_averages

# Test cases to verify that funcImp works correctly

# Test case 1: Normal case with positive integers
arr1 = [1, 2, 3, 4]
print(funcImp(arr1))  # Expected output: [1.0, 1.5, 2.0, 2.5]

# Test case 2: Array with negative and positive numbers
arr2 = [-1, -2, -3, -4]
print(funcImp(arr2))  # Expected output: [-1.0, -1.5, -2.0, -2.5]

# Test case 3: Array with a single element
arr3 = [10]
print(funcImp(arr3))  # Expected output: [10.0]

# Test case 4: Empty array
arr4 = []
print(funcImp(arr4))  # Expected output: []

# Test case 5: Array with floating point numbers
arr5 = [1.5, 2.5, -3.0]
print(funcImp(arr5))  # Expected output: [1.5, 2.0, -0.3333333333333333]

# Test case 6: Array with zeros
arr6 = [0, 0, 0]
print(funcImp(arr6))   # Expected output: [0.0, 0.0, 0.0]
```","[0, 0, 0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",PASS,TRUE,
15,0,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",1,FALSE,FALSE,PASS,TRUE,
15,1,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",-10,FALSE,FALSE,PASS,TRUE,
15,2,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",-3,FALSE,FALSE,PASS,TRUE,
15,3,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",-7,FALSE,FALSE,PASS,TRUE,
15,4,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",0,FALSE,FALSE,PASS,TRUE,
15,5,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",1,FALSE,FALSE,PASS,TRUE,
15,6,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",2,TRUE,TRUE,PASS,TRUE,
15,7,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",3,TRUE,TRUE,PASS,TRUE,
15,8,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",4,FALSE,FALSE,PASS,TRUE,
15,9,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",9,FALSE,FALSE,PASS,TRUE,
15,10,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",17,TRUE,TRUE,PASS,TRUE,
15,11,easy,Checking if a number is prime,Write a program to check if a given number is prime or not.,"## Problem Statement
- Develop a Python script to solve the problem: 'Write a program to check if a given number is prime or not.'

## Solution Development
- Create a Python function named 'funcImp' that implements the solution.
- Ensure that the function is defined at the beginning of your script and is accessible throughout the script.

## Script Requirements
- The script should define the 'funcImp' function at the root level, not inside any class or other function.
- Include comments in the script to explain the logic and functionality of the 'funcImp' function.
- Test the function within the script to ensure it's correctly defined and functioning as expected.

## Test Case Execution
- Execute the 'funcImp' function with various test cases to verify its correctness.
- Ensure that the function 'funcImp' is defined and accessible in the scope where the test cases are executed.

## Test Case Preparation
- Prepare a set of test cases, including edge cases, to thoroughly test the function.
- Test cases should cover different types of input strings, such as alphabetic, numeric, special characters, and empty strings.

## Execution Process
- Run each test case through the 'funcImp' function.
- Capture the output of each test case to compare it with the expected result.","```python
def funcImp(n):
    """"""
    Determine if a given integer n is a prime number.
    
    Parameters:
    n (int): The integer to check for primality.
    
    Returns:
    bool: True if n is a prime number, False otherwise.
    """"""
    # Handle edge cases
    if n <= 1:
        return False
    if n <= 3:
        return True
    
    # Eliminate even numbers greater than 2 and multiples of three
    if n % 2 == 0 or n % 3 == 0:
        return False
    
    # Check for factors from 5 to sqrt(n)
    i = 5
    while i * i <= n:
        if n % i == 0 or n % (i + 2) == 0:
            return False
        i += 6
    
    return True

# Test cases to verify the correctness of funcImp
test_cases = [1, -10, -3, -7, 
              # Edge cases around small primes
              (0), (1), (2), (3), 
              # Small non-primes
              (4), (9),
              # Larger primes and non-primes
              (17), (19), 
              # Non-prime large numbers with small factors
              (20), 
              # Large known primes for performance testing
              (97)]

# Execute test cases and print results
for num in test_cases:
    print(f""Is {num} a prime? {funcImp(num)}"")
```",19,TRUE,TRUE,PASS,TRUE,
